Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Monthly Debt,Months since last delinquent,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
5669a253-6927-4bc7-95ce-42237cd0e8ee,ad52c38c-faad-4a57-8785-76502b9ada43,Charged Off,215314,Short Term,709,929765,4,HaveMortgage,1619.37,23,8,3,0,64163,86174,0,0
9f925950-d966-4299-850d-db55b0286345,3f66f4e7-b970-464a-b108-c1b684bc698a,Fully Paid,132506,Short Term,733,782040,10,Rent,7103.53,17,14.8,6,1,115748,192280,0,0
84924ec0-76f4-494e-8581-913248836e8b,563cbc54-7139-426c-b71e-3ce646f4762a,Fully Paid,136180,Short Term,731,906794,10,Rent,5629.7,31,11,9,1,111758,185944,1,0
d41a1e1e-f831-4fac-8a19-c14c44ada717,5ca490a5-d011-46bd-8610-30562084e9ad,Fully Paid,176836,Short Term,708,954560,2,Own Home,14795.68,15,8.7,11,0,81092,154704,0,0
3d84878a-00b4-463e-a82f-f8766a7041bd,6b39d375-751c-4198-ae10-f5137c75e1bd,Fully Paid,265232,Short Term,702,954465,3,Rent,13919.4,NA,8,7,0,149663,198946,0,0
c936c0f8-1925-4574-a8f6-5e61a1d1846f,0d031215-668e-4b8d-ad1f-80f2673d8491,Fully Paid,109274,Short Term,746,856235,2,Rent,15554.73,NA,14.2,6,0,175750,213972,0,0
43d57b3e-5a05-4a65-84e9-bd197e8407c9,a75941aa-d463-4302-9e25-c749b82fe863,Charged Off,217668,Short Term,708,695552,10,Rent,14954.33,34,14.9,7,0,211907,324104,0,0
eef4f968-eca7-4529-80f4-24da148a289d,422559e6-70b8-4796-ba20-320ae0b0c2cf,Charged Off,246356,Short Term,702,773680,0,Rent,4119.77,NA,8.2,6,0,145483,416988,0,0
b367e692-29c9-495c-a96c-6dcd04fad373,620cc4e2-a5af-4adc-891d-35d5e61009ff,Charged Off,287760,Long Term,714,704748,10,Rent,13155.22,NA,8.2,7,0,216866,382206,0,0
1c0d3e68-84a7-47bc-8c1f-c58b92311246,97edad15-5c00-49db-a06f-1a2dbed7bb0b,Fully Paid,268378,Short Term,730,965770,3,Home Mortgage,20442.1,41,14.2,13,0,266342,418462,0,0
8febf102-49b6-4d26-b947-495c447bf0fe,62ec129b-eed9-42fa-b853-9b8a5863c38b,Fully Paid,111980,Short Term,735,773680,0,Rent,7362.88,NA,14.4,10,0,81396,185878,0,0
63c48fe6-f3f3-4506-88a3-13f06405fce6,fb0b31e6-b264-4424-a51a-b9dd9c41d383,Charged Off,472230,Short Term,709,989273,8,Rent,12613.34,NA,12,7,0,119681,162074,0,0
01ecdce7-6c1f-4ecb-8018-7cfa018b4b9e,93a71131-97d4-4045-ab6d-b66bdd07e5ec,Charged Off,179564,Short Term,748,600951,4,Rent,11868.92,23,10.5,7,0,156978,302962,0,0
37432abf-ec32-4258-b7e0-90b36fe7ebd7,e13021d2-0cff-4947-aabe-26adb6ba1eae,Charged Off,128920,Short Term,730,512126,3,Rent,4523.9,NA,15,5,0,58501,66594,0,0
2568e0f7-6a1c-41ae-8249-4edc50151a43,b75f5d73-2213-49ec-bd60-e9206a618564,Fully Paid,435996,Long Term,646,884868,4,Rent,8406.36,NA,14.8,10,0,218709,305118,0,0
11e8e6d6-e160-46d1-8e3f-bd5916300218,d7ed4e8d-96d2-4554-b8d1-4f2fe16f9beb,Fully Paid,244596,Long Term,703,538916,0,Home Mortgage,11586.77,NA,14.1,5,0,204022,263054,0,0
ef49399d-ed90-49e9-bf36-f600a1890c67,3d36cc73-b131-4732-957d-23f64b0ddffc,Fully Paid,246180,Short Term,715,752628,0,Home Mortgage,8090.77,NA,14.8,5,3,18734,102344,3,0
2f051bb1-eca7-4c67-a56a-caf19d6fa802,901d2552-8d74-48c3-aa35-0f1a78fe0d4d,Fully Paid,224774,Short Term,729,660022,0,Rent,8387.74,NA,12.7,5,0,198474,287628,0,0
2d9927b5-3f79-4d2a-948d-a81bd52a74fa,1f63fe2f-ce87-474e-9375-9f3406031f26,Fully Paid,51964,Short Term,707,291745,0,Own Home,7901.53,7,12.5,3,0,14535,45474,0,0
31d3bbe8-077a-412c-b3e1-60fc41a0f1ac,4ddadaf2-a53e-449a-a044-54a18c84c2da,Charged Off,133628,Short Term,708,788576,4,Rent,13866.01,NA,6,7,0,34770,66770,0,0
01e9ed37-082a-4196-a376-e85a774d84f8,85e8069f-1353-4c70-ac78-4922e199b52d,Fully Paid,86724,Short Term,737,674158,7,Rent,8089.82,17,13.5,5,0,66063,138842,0,0
4df41d4b-c38f-471b-81f8-75611bd71cc0,d02f9192-a943-4120-9595-8bc90eb7db16,Fully Paid,174922,Short Term,731,993301,5,Home Mortgage,17051.74,79,7.4,6,0,109212,146520,0,0
0fe8b6d0-f17f-4669-9899-9a4f85255953,4c15a673-b84e-4848-a60a-88b4ef040921,Fully Paid,216348,Short Term,672,934249,9,Rent,28961.89,19,11.9,11,0,46987,177210,0,0
4451fea1-34c8-4e5e-93a6-f58349569467,2c82701b-74be-4aa6-a5b6-41a13d034bb6,Fully Paid,264440,Short Term,734,932577,8,Home Mortgage,15853.98,NA,8.7,9,0,165851,281996,0,0
1b91a040-4237-4c8f-975b-5681af9dba88,dbeb76fe-9efa-4722-b122-9b53fc4d0480,Charged Off,107822,Short Term,747,517370,7,Rent,9657.51,NA,9.4,9,0,118560,379236,0,0
5a984d6e-8e0b-4761-bd4d-443e0a0edf41,a2f008a6-c6e7-4c3a-ab78-c3a3a9cb4833,Fully Paid,25828,Short Term,686,483759,8,Rent,5966.19,NA,13.5,7,0,127357,240944,0,0
7fb499e4-879b-4cfd-ac5e-2982a7e25531,d5a8b835-07b1-415e-8738-d966f47e2f9b,Fully Paid,130240,Short Term,738,487426,9,Rent,5849.15,NA,14.1,8,0,141664,254694,0,0
24276684-ebbe-4203-a228-a9d54e271fa4,b888aaba-d8e4-4395-9138-00a9a1650242,Fully Paid,220704,Short Term,746,800546,9,Home Mortgage,4896.68,NA,9.5,5,0,229805,381744,0,0
c9dfba4f-4e6b-4206-9ef2-9c133cd7f290,d1aae3f1-7ca3-46af-b440-813a21fe310e,Fully Paid,176726,Short Term,733,667736,3,Rent,16248.04,15,10,14,0,76475,150106,0,0
88ce7fc1-36e0-46ec-bb89-9cee157e4efc,c01c68e6-031c-4111-b8cd-af3d02fd272c,Fully Paid,327932,Long Term,705,615904,0,Rent,10470.33,3,14,9,0,122493,350196,0,0
9aaefbd6-1fa2-4298-9d2c-a91171bf2c76,ce1e9ed6-04b5-4073-884d-4501bfe0535c,Fully Paid,335214,Short Term,745,907117,5,Rent,15345.16,33,13.5,6,0,151449,366850,0,0
bbfa8ed0-ecaf-45a6-9392-a25a645ee576,8e2c334e-025d-4f1b-905f-34cb098caf14,Fully Paid,172348,Short Term,719,753692,3,Rent,8102.17,22,14.1,5,0,74100,135344,0,0
c4fa98e3-e6a4-467c-89e6-b02a1b25bbe4,c29f1668-5151-4021-be5e-2b2bbbea4d1f,Fully Paid,325578,Short Term,729,851732,8,Rent,11569.48,7,9.1,11,0,102923,227876,0,0
0e5fefaa-d480-417f-b601-227bd0af4178,3462a954-4355-410f-9a1a-a03986868dba,Fully Paid,134860,Long Term,672,776492,5,Rent,13588.61,NA,14.9,12,1,159847,366498,1,0
1942d8fe-3f01-4898-905b-452743cf472a,f01ae7e6-8c85-44ac-9d9a-cdb07cb33a32,Charged Off,128920,Short Term,734,620084,1,Rent,10179.63,NA,14.3,5,0,39444,127226,0,0
a0749134-c09c-4712-94c9-ac4c6d8c47d9,0966f907-2c43-470f-a2fd-2c7f8a8e9101,Fully Paid,156948,Short Term,730,884868,6,Rent,12167.03,NA,9.6,9,1,14250,165022,1,0
50804dd1-69a0-42c7-b48d-0a26238fbce2,6195b0bb-ea29-40b3-8d4f-a6ad30035c73,Fully Paid,31416,Short Term,731,290757,4,Rent,4530.93,NA,7.9,4,0,102524,235532,0,0
75d19b75-80db-485b-aea2-1266617eeb59,12cd3a4e-4923-46cb-aa95-8e555f67ddcc,Charged Off,178398,Short Term,686,770336,3,Rent,17332.56,NA,6.5,20,0,72086,367686,0,0
723b4bda-a5e8-4db4-8231-eaec1ecc97fa,13121c2e-8edf-4137-b811-4a29457013ca,Charged Off,112156,Short Term,746,794276,0,Rent,5811.34,NA,12.8,6,0,106305,141306,0,0
aa20d59b-3082-4f46-b3ca-4e23a72844b9,f47ca123-3364-48d2-9e68-04c6abdad742,Fully Paid,57156,Short Term,672,410077,0,Rent,5354.77,NA,8.5,3,0,23123,35200,0,0
e29ea69c-f12d-45d2-9e80-eb97a4292b71,24d454b1-9586-4342-8ed7-5377cbbf66ed,Fully Paid,266376,Short Term,704,958626,3,Rent,4465.76,NA,11.9,5,0,130435,204116,0,0
e68e238e-3b12-49f2-8ff3-65a6d03bc6a9,c8ae77b9-e598-4793-aeb5-9d80f6e735f4,Fully Paid,324764,Long Term,712,953591,10,Home Mortgage,24555.03,NA,12.8,11,1,51756,361020,1,0
3e832c33-9863-46eb-bcba-bf75b9aac856,7a1b8ea8-4bbb-4551-8858-0a04474873ab,Fully Paid,109912,Short Term,716,759392,4,Rent,12150.31,37,13.2,9,0,23275,110000,0,0
2c7dc284-6b21-4221-b61f-76cdb5fd87a6,b1dcd241-f0c7-420a-80bb-936bdf70c09d,Fully Paid,288178,Long Term,657,765529,5,Rent,17288.29,NA,8,8,0,237044,388784,0,0
7c209ddf-43b3-4731-976b-b72c0dfee645,b8f80bae-aafa-4799-8528-2f41ab69aa53,Fully Paid,303820,Long Term,659,805885,0,Rent,12692.76,NA,5,7,0,64106,167200,0,0
ba4e5389-4be7-40f6-b92a-4170b691a6a1,bc811c26-25d4-4564-b876-1d163e99b4c1,Charged Off,35816,Short Term,700,386536,4,Rent,5089.34,NA,12.2,6,0,198379,311234,0,0
9759e673-723b-457e-a3b0-0fc2a88a7c0c,876ffe53-3690-450d-887e-ec52fec1fe61,Fully Paid,258104,Short Term,702,705907,0,Rent,6823.66,43,11.5,9,0,225207,365728,0,0
2d169e1b-82b8-41c4-8a66-609855d3692d,c1cca8cb-6429-4d0d-a015-0be209915ee2,Charged Off,280038,Long Term,722,959690,3,Own Home,16314.73,25,9.2,8,0,108566,372988,0,0
5a8db493-18f1-447a-a2bb-81ea92f6d396,07d69521-2ca5-4264-96ee-1c416f45f6a1,Fully Paid,243474,Long Term,680,783750,8,Rent,12801.25,NA,9.1,10,1,184034,287936,1,0
283578ce-1850-4e17-b8ff-c93bc0a88717,26d9d00c-f6f2-4ad5-a548-7adb058f3ed5,Fully Paid,48730,Short Term,708,937327,7,Own Home,13200.63,NA,10,7,0,0,0,0,0
2e38e686-02d6-4f1b-98e3-c845b09298a2,54a122aa-9952-4ca6-b7d0-211cbe524e4d,Charged Off,145860,Short Term,709,789013,10,Home Mortgage,12295.47,NA,8,11,0,100111,388960,0,0
61d0a344-64df-44b3-a9f2-a21f7f489e6f,8918efcc-2424-4039-90f9-fae9fa8e1bd5,Fully Paid,187286,Short Term,704,847286,5,Own Home,20334.94,NA,11.8,9,0,140619,234256,0,0
aba54733-765b-44a0-bbd5-08a9ba79e7c9,b6f842cc-339f-48ff-b984-e1a040daae3a,Fully Paid,77462,Long Term,720,332158,0,Own Home,2064.92,58,10.9,4,0,53675,183898,0,0
c242e117-299c-417b-8763-42321e472f91,51fee406-d966-4f54-b93b-90da6bd65aab,Fully Paid,130680,Short Term,721,912285,2,Rent,12619.99,NA,7.1,7,0,63726,141636,0,0
b6acb038-9e17-4b8c-a72e-0ca0c3acf5e8,95481d0d-0851-41ed-ad09-1b9dee6dce57,Fully Paid,184998,Short Term,725,951045,2,Rent,6831.83,28,12.7,6,0,146224,165176,0,0
16be66d9-607a-43a4-8fbf-5327a16708c1,349eb8a7-2efe-4e83-9ae4-13067acaef38,Charged Off,86812,Short Term,712,224903,0,Home Mortgage,1251.91,NA,12.8,3,0,42218,62942,0,0
9325046a-59a2-4507-9aa4-1bd6b638f03b,d4daf039-9cc9-4083-96a1-33a73ce229b4,Fully Paid,65120,Short Term,683,337383,2,Rent,4301.6,NA,6.5,6,0,59964,106326,0,0
833a7cb2-f9fb-4f2f-9b2a-0df1ba1c8be2,9915b456-107e-4aac-bad0-396f462aa43e,Fully Paid,110044,Short Term,713,699846,2,Rent,9797.92,39,8.5,8,0,110846,167552,0,0
a12194a3-74df-4c44-9b3e-e581d1692412,97b685c9-7572-4b19-88bf-cafb87bd4abb,Fully Paid,178156,Short Term,710,561222,8,Home Mortgage,5284.85,NA,9.2,10,0,63346,229196,0,0
23b54122-b948-40ca-913f-1b2b4ab4aad5,ed52e1c2-4436-433d-9d68-aa0e7d0116bb,Fully Paid,224092,Short Term,747,580602,3,Rent,9367,6,11,4,0,25289,136862,0,0
2bd18947-87be-4544-abc8-cbb8dc314132,a0950c87-4857-486b-b348-5c165d74d9db,Charged Off,121858,Short Term,725,657761,1,Rent,7070.85,NA,12.6,8,0,81130,165374,0,0
188d405a-e1dd-4fd6-91b4-ccc7048f8aff,04a63494-ecb9-428b-be09-43f638515c8e,Fully Paid,213642,Short Term,740,828400,5,Rent,14703.91,80,11.7,6,0,206435,414260,0,0
06f5d8d4-0ceb-4715-a15d-ff00e8c3bc2f,dc58df42-0794-41ab-8305-f8bd878718be,Fully Paid,145354,Short Term,739,665741,1,Rent,17808.32,NA,12.7,16,0,67621,196240,0,0
75849666-3508-41dd-9dd0-8140b02bd18c,bc68f407-981e-4459-8886-1762190a505c,Fully Paid,85316,Short Term,705,611648,2,Rent,11621.16,9,12.9,6,1,10754,207460,1,0
beb41dda-dfdb-44e2-ae07-cd93c2aedbbb,47f40e91-7e6c-41d8-b7b5-e76a042fd443,Fully Paid,413028,Short Term,750,742919,8,Rent,13125.01,NA,13.1,6,0,74480,401126,0,0
fcdc9e20-3b73-4f96-92ae-eb91a8f576b2,46cf9066-7f93-4614-b2f8-464784c2faa2,Fully Paid,152922,Long Term,704,543362,0,Rent,10133.84,NA,12.9,8,0,143716,211970,0,0
24b36c7c-540b-4b54-993e-6a9550ab36e0,a84f8be8-2e43-43f9-b5b9-0006ca5b2595,Fully Paid,231660,Long Term,682,966530,1,Own Home,14175.71,33,11.1,9,0,219925,297836,0,0
2f56994e-eeac-4db3-9c98-493ce602517c,b149979c-de5a-4793-8eee-d0e7134f1e61,Fully Paid,129954,Short Term,743,823042,7,Home Mortgage,9122.09,25,14.6,10,0,107882,249326,0,0
0d39b4a8-4aad-466a-bc89-ccf7a60c6f0e,adfa3a69-3a0c-4110-bc5f-cb849817e5ab,Fully Paid,111518,Short Term,732,416024,2,Rent,10227.13,NA,12.8,3,0,196004,267630,0,0
90285924-e796-483c-8436-05273014f68a,b81823db-2289-4b70-b639-b643fb350b87,Fully Paid,221892,Short Term,725,766536,1,Rent,6304.77,31,10,6,0,3933,8866,0,0
82c5af4e-9e68-43bc-880a-5bff1e7a9465,c31314be-a092-43b1-9ec0-e6da117d5fbb,Fully Paid,130020,Short Term,750,792661,6,Rent,14419.67,39,15,7,0,95323,463782,0,0
b5855549-bb7b-448f-9fd2-9657e7017f57,d67a42ed-796b-409c-bbed-5cba2043df89,Fully Paid,208296,Short Term,740,519270,3,Rent,13457.89,82,13.9,8,0,202977,335764,0,0
a8e3c00d-30ef-46d4-8c82-d61918685a3e,23782d34-5801-4a32-bd1e-1e317a692d21,Fully Paid,76824,Short Term,717,398126,5,Rent,10550.32,NA,6,2,0,130644,153736,0,0
8b51f794-8d02-4e01-9c92-93ea80e6e43d,76f3e4b1-d804-49e2-a113-37ea1a17f60a,Charged Off,266772,Short Term,744,959975,3,Home Mortgage,13839.6,NA,12.6,8,0,190969,277794,0,0
05190c5a-0849-45cd-8e80-57afd9c5b937,2cbc69cc-3404-4ce9-931b-9cdbe8c0f368,Fully Paid,178684,Short Term,747,694469,9,Home Mortgage,4438.78,45,14.2,9,0,132791,448294,0,0
65126fd8-9038-4137-9458-abca3757b916,d9e5abcd-0160-4926-9732-e2d025aa3c2d,Fully Paid,198330,Short Term,735,501809,7,Rent,11499.56,31,14.4,8,0,157586,312972,0,0
931b812c-03e4-4832-a35a-8674a61c9bc6,223c8be2-9662-4147-bbde-6c1c4585b8fa,Fully Paid,182732,Short Term,653,441332,4,Rent,13681.14,71,6.4,5,0,140904,217822,0,0
0320b26f-05e1-4412-957e-598a76e9559f,1b76efd6-5358-4317-9713-9e888e396512,Fully Paid,143352,Short Term,656,867065,6,Rent,21315.15,NA,15,11,0,87932,150832,0,0
464aa311-4b61-44fe-afe3-72fb2d5f4592,e07194bf-3d97-4ffc-90e3-381f1fe92e53,Fully Paid,177100,Short Term,725,743679,4,Rent,16423.03,NA,13.2,11,0,145198,208076,0,0
c638d6bd-6ca1-4479-a23c-3fd54e49be13,e1cf8cfb-164f-4b9a-9d71-bdad186d36c7,Fully Paid,174460,Short Term,715,470877,1,Home Mortgage,8750.26,NA,11.4,6,0,218196,394790,0,0
8d1303d2-85cb-4978-8620-c437ae2ddecc,8ff48494-e8a9-43cb-a57f-7f668c0e6220,Fully Paid,377564,Short Term,705,720290,1,Own Home,9423.81,23,11.9,19,0,298889,410036,0,0
89e282d9-a62f-4c7a-b630-ea671bf3df9f,a835fd2a-69c4-4b28-9a54-06324ac4a6af,Fully Paid,185768,Short Term,714,918650,10,Rent,17684.06,5,12.5,9,0,101403,165836,0,0
84c18435-ef25-4356-b640-3b64a0bd0790,5d2e1c60-ff38-4bc1-87a9-9dbd0ab5927f,Fully Paid,201674,Short Term,720,735433,5,Home Mortgage,8273.55,6,9.1,6,0,124165,280280,0,0
ce32ce3b-f55a-4670-b053-cf706b1b8776,1e4eff18-d7c0-4290-8d36-4beb3cc72f3a,Fully Paid,66880,Short Term,717,409982,0,Rent,5466.3,9,10,9,0,234137,332222,0,0
2d6581fd-c766-4c0d-aeb8-612117545edc,c63b926f-d35d-4bb1-a890-985c9fed430c,Fully Paid,223410,Short Term,734,702316,8,Rent,11354.21,NA,12.1,4,2,140866,198924,1,0
a84f3c3f-e60c-4cc6-8d07-eb0e74f378d3,3fa0709d-6767-4482-9f8c-820201639cd5,Fully Paid,93742,Short Term,726,449255,0,Own Home,4455.12,NA,13.8,19,0,133171,477378,0,0
c615f77f-aa1a-4cb4-b574-1ba7d91520ca,e28695ae-d1ab-4903-b2af-377ca685c25f,Fully Paid,353474,Long Term,735,763192,10,Rent,9221.84,26,12.4,4,0,137598,331254,0,0
3cb9d4e5-aae1-4f9e-8a17-edefd5c58d6e,8e887ad6-119d-4fba-86ef-b6d54fb87449,Fully Paid,91300,Long Term,670,720841,2,Rent,9557.19,NA,9.4,8,0,160151,269522,0,0
96fa101c-087a-463b-a6f4-670867673073,401a6251-1475-48a0-9c99-ed04acf37791,Fully Paid,87164,Short Term,696,576137,10,HaveMortgage,13683.23,48,13,9,0,179113,242000,0,0
61c4bbdd-d5dc-4923-a2fd-0c65d7dfc288,8423d9ba-40a1-4c02-8fc8-959960af3a48,Fully Paid,258808,Long Term,686,651909,4,Rent,12657.61,NA,10.5,3,0,110086,129404,0,0
8ee72cd7-1b42-40c9-a5d4-6b84eaf38131,b3c8011b-1379-48ea-b36f-030a8fc90bee,Fully Paid,296428,Short Term,724,639996,2,Home Mortgage,7999.95,41,11.4,9,0,115463,248490,0,0
86487298-2058-4a27-ad74-51f8c330364a,5f840b0f-0216-4b86-a632-7cf093eef88d,Fully Paid,241362,Long Term,665,947530,0,Rent,17110.83,NA,11.2,4,0,222319,259776,0,0
b20e3dc5-5d2b-4187-93d4-f911f2f39b3a,4eacca71-eb81-499f-ba6e-96241aced7a8,Fully Paid,136400,Short Term,748,285000,0,Own Home,1805,11,9.4,7,0,31730,296296,0,0
c017a334-1ee2-48fc-9e92-9390ed33bc7c,e3b56cd9-0da4-4070-a24a-a055e846b67d,Fully Paid,110374,Long Term,709,504412,9,Rent,1736.03,NA,8.6,7,0,38171,315678,0,0
6d548c97-9b52-4a45-bff9-c4735556fbe0,757795a6-b80c-4ab3-a767-31a1f77b4c70,Charged Off,281358,Long Term,661,719986,0,Rent,23459.3,67,9.9,8,0,257374,449504,0,0
33f3375e-8721-4e2e-ba03-0a9458f0840e,32ba446f-83f3-4287-9880-f549b2742965,Fully Paid,244926,Long Term,725,944300,10,Home Mortgage,13849.67,NA,6,7,0,263530,330242,0,0
6ab039d1-317f-4e32-859c-17aa7b00fab6,dc8e98b1-014e-4431-9975-c12aacb5aa29,Fully Paid,195822,Short Term,724,939550,4,Rent,5261.48,NA,12,10,0,141759,237204,0,0
455b7884-3931-4ff7-bde1-c6a4a3b60f69,f7895e50-0c8d-42ed-a18e-db59fbefeb3d,Charged Off,70444,Short Term,711,665475,10,Home Mortgage,2052,5,12.9,4,0,24852,74932,0,0
67a32ddc-a377-4c71-bf2f-bb3d129ee3d0,5c4678dc-f375-42e0-b87b-a9786115c78b,Charged Off,452408,Long Term,694,951292,7,Rent,17519.71,NA,8.5,10,1,122873,353034,0,0
831c72c3-3c88-406b-b770-fa58d974e4e0,a7e07129-885b-41c6-89df-92c13c317c30,Fully Paid,346412,Long Term,652,841415,0,Home Mortgage,8343.85,NA,12.6,5,0,181507,233772,0,0
945cff95-6403-4d64-96f9-77fa8a5cc701,ae715b55-2d3e-4c24-8820-0a5107fd8525,Charged Off,267322,Short Term,746,577182,2,Rent,9475.49,21,10.8,9,0,194541,470294,0,0
4339f419-9222-4c01-b218-2c6abd09166c,2c76a356-34e7-4797-b7ea-83a580840d5f,Fully Paid,32362,Short Term,701,387619,2,Home Mortgage,652.46,NA,5.5,2,0,184034,215688,0,0
4802c0bd-40ed-4376-b7e4-9323bfaf760b,1a97262b-d78f-4408-9cd8-1906366b6151,Fully Paid,262592,Long Term,690,661485,2,Rent,11057.62,76,13.5,6,0,222813,274164,0,0
5b7c0779-891f-4095-9866-915f1a11bce6,380d92de-3ef6-4495-bd98-06314fdb52b7,Fully Paid,130702,Short Term,729,650313,2,Home Mortgage,4796.17,56,13.1,5,0,170715,204424,0,0
98da7064-6065-42f9-ba97-aa60bc414d60,59517158-d67e-4ee7-8b87-bce3f787505b,Fully Paid,77396,Short Term,700,916560,2,Home Mortgage,6935.38,27,13.6,3,0,62738,75218,0,0
6e1109de-e8dd-46f9-9b7b-7fdccd3868e1,59cdad64-d794-4675-bd38-fbcb7aa9144d,Charged Off,239910,Short Term,720,709821,1,Rent,17863.8,NA,14.1,10,0,119681,162250,0,0
9cc49e38-25e7-42dd-bd3f-0e7720f86472,56fb6776-917c-4812-99a7-e132f4e9e8b9,Fully Paid,103994,Short Term,742,340366,4,Rent,4396.22,NA,8.5,12,0,112347,367488,0,0
77d367b0-bcf2-43e8-80b6-b4afedee2662,34321b6a-5c74-490d-ad96-ffd5e2bdd3f0,Fully Paid,391402,Short Term,729,751184,4,Own Home,14710.56,NA,5.8,9,0,103721,230516,0,0
c77b13e8-43f6-4c00-bce0-ea35077196b4,0b2cb775-53c2-4952-9a3d-87bdab9d50cd,Fully Paid,84480,Short Term,748,230413,3,Rent,3187.44,NA,9.6,6,0,41021,162074,0,0
a0de359d-d053-45fa-96aa-f20af8b59d75,548be6db-d7ce-4889-8ed7-1f04d97b1439,Fully Paid,157256,Short Term,707,814910,0,Rent,4964.13,9,14,13,1,114570,377960,0,0
79363aa1-d4cd-49eb-8bbb-a80c446d9042,06ab8b81-8d7c-4813-a83c-1c9c5fde9358,Fully Paid,131648,Short Term,710,682214,4,Rent,8016.1,NA,8.5,10,0,78470,147048,0,0
ca6754d4-1f5d-471d-87bd-c6b5b6944289,ec81692f-7266-47f9-8556-f75a15245bd0,Fully Paid,134222,Short Term,724,927409,2,Rent,10124.34,NA,8.4,6,0,121581,246136,0,0
a8250366-aedb-4c40-9c41-4685a70e5f6e,36e40f27-412a-4a0d-9e65-4ae2c98c6c33,Charged Off,132110,Short Term,709,665532,8,Rent,9317.41,NA,5.3,6,0,98990,200376,0,0
ff94b25b-61e1-498a-9821-589492fd1036,bbeab466-c17a-4b32-a3cd-c204698b24d8,Fully Paid,178574,Short Term,737,892107,4,Home Mortgage,17247.44,NA,14.7,9,1,115159,195514,1,0
a6447912-19b7-4c9d-8c2a-4d7a550820ac,32703675-9ec9-4f77-814d-d8690d7f2037,Fully Paid,206162,Short Term,725,741836,2,Rent,3214.61,NA,11.2,8,0,97755,150326,0,0
ea7a7f08-bdfe-4460-9c37-9cfb29b763a8,c4a598ba-eb44-4850-9dc1-9e72cab359dd,Fully Paid,220726,Long Term,743,857831,3,Rent,4289.06,9,11.9,7,0,24605,139678,0,0
12fff20e-4afa-4886-93ca-c7fef7b132e4,fe86b622-daca-496e-b0f9-b7df64b71c3c,Charged Off,87318,Short Term,710,377074,0,Rent,1941.99,NA,14.5,2,0,72941,87340,0,0
8a844c89-d937-47ca-a973-d0e421090ab7,bed5ac56-d752-49a3-a2d4-ab2770e396b9,Charged Off,88000,Long Term,707,456000,0,Rent,2546,9,13.1,5,0,39577,226864,0,0
7096e5ad-86d2-4136-b783-e3bf83659337,8b644a42-56b4-440f-a5aa-62fb50d13455,Charged Off,21978,Short Term,715,273429,1,Rent,3417.91,NA,9.5,7,0,13851,21978,0,0
6935220a-362c-4ad6-aa07-5f02299a214c,6f6b869c-4b66-4069-bcb6-b08926ef5d6f,Fully Paid,334730,Long Term,704,732393,2,Rent,8636.26,NA,11.7,7,0,122379,196262,0,0
1648d9e8-bdf5-4a3f-a52a-8c496534c10e,a573c2bc-4973-4798-8683-88ed80d45ed4,Fully Paid,79904,Short Term,718,680295,0,Rent,11054.77,NA,12.9,10,1,11932,85294,1,0
9ed28b3a-c3a9-4ae4-93e6-3de7ff42f64e,6b3a6ddc-4296-4667-8953-8f78fead8490,Fully Paid,61490,Short Term,662,81092,3,Rent,0,NA,11,6,0,0,0,0,0
435b96db-92d5-4591-a896-cb9f94d8e650,83e54487-8674-47cb-858c-3c12520da500,Fully Paid,75724,Short Term,634,790419,3,Rent,9221.65,78,13,9,0,70547,113476,0,0
355712b9-5249-4476-8798-76e97a33a4e0,8ff9f0d3-4582-42cf-9315-4fbccad31f20,Fully Paid,171864,Short Term,723,608912,0,Rent,12736.27,NA,10,12,0,128117,209220,0,0
df3cf695-23f5-425c-a244-07dcd609e1bb,10ae2cfe-ee4b-4787-a2de-4853b4cfe5ca,Fully Paid,70268,Short Term,706,718542,4,Rent,19819.47,74,14,16,1,13015,96580,0,1
b89ff1ab-d9b0-4db3-b813-7178c6e22c5c,067eeda5-4b02-4db3-a9ae-1f3dbf76385a,Charged Off,71940,Short Term,699,474297,2,Rent,3952.38,NA,6,15,0,66329,382074,0,0
26ce30b3-43e5-46f9-98ca-cff9edc3422e,f981f9ae-fe16-48a3-bf80-1b1b25bff02e,Fully Paid,219516,Short Term,713,583338,4,Rent,6125.03,5,8.3,5,0,116394,141856,0,0
46be6cbd-eefc-481c-b873-d14e28fcea8a,0e90a4b9-ef54-4dd2-b7ee-b82254a8c959,Charged Off,335566,Short Term,680,736326,6,Rent,19942.4,37,13.4,10,0,281219,435336,0,0
daa11c33-77cc-48b2-bc06-d621d3cf83ca,73c5c0df-72d7-40c2-9ebe-386639c6dd09,Fully Paid,123574,Short Term,689,914831,3,Rent,8157.27,45,10.2,6,1,2907,55352,1,0
fd9b6c01-eb7a-420e-9e72-1131d63df71f,20c40279-1d15-4b5d-85f9-007c12a9fdc6,Charged Off,152570,Short Term,671,583452,2,Home Mortgage,7682.08,72,14.3,5,0,226784,303952,0,0
29687135-9c1c-4cad-b42b-ce190e32b673,3f598c20-bd0e-457e-9618-092c45930652,Charged Off,279774,Short Term,714,780596,3,Rent,19450.11,61,12.3,9,1,185592,333696,0,0
